Order ID,Order Date,Customer,Product,Category,"City, Country",Quantity,Unit Price,Sales Amount
ORD-10134,24-Jan-2025,City Mart,Laptop Stand,Office Supplies,"Abu Dhabi, United Arab Emirates",2,35.75,71.50
ORD-10380,31-Mar-2025,Horizon LLC,Filing Cabinet,Furniture,"Alexandria, Egypt",8,100.25,802.00
ORD-10123,23-May-2025,Nile Trading,Monitor 24 inch,Electronics,"Giza, Egypt",3,152.49,457.47
ORD-10369,28-Jul-2025,Summit Co.,Notebook Set,Stationery,"Tunis, Tunisia",1,12.40,12.40
ORD-10112,22-Jan-2025,Palm Market,Desk Lamp,Office Supplies,"Cairo, Egypt",4,33.65,134.60
ORD-10358,29-Mar-2025,Vertex Shop,Mechanical Keyboard,Electronics,"Muscat, Oman",2,69.25,138.50
ORD-10101,21-May-2025,Oasis Supplies,Wireless Mouse,Electronics,"Casablanca, Morocco",5,22.75,113.75
ORD-10347,26-Jul-2025,Delta Retail,Whiteboard,Office Supplies,"Kuwait City, Kuwait",3,57.25,171.75
ORD-10090,20-Jan-2025,Bright Office,Filing Cabinet,Furniture,"Manama, Bahrain",6,97.75,586.50
ORD-10336,27-Mar-2025,Cedar Group,Ergonomic Chair,Furniture,"Beirut, Lebanon",4,188.75,755.00
ORD-10079,19-May-2025,Blue Wave,Notebook Set,Stationery,"Doha, Qatar",7,14.90,104.30
ORD-10325,24-Jul-2025,Atlas Stores,USB-C Hub,Electronics,"Jeddah, Saudi Arabia",5,41.25,206.25
ORD-10068,18-Jan-2025,Horizon LLC,Mechanical Keyboard,Electronics,"Amman, Jordan",8,71.75,574.00
ORD-10314,25-Mar-2025,City Mart,Laptop Stand,Office Supplies,"Abu Dhabi, United Arab Emirates",6,35.75,214.50
ORD-10057,17-May-2025,Summit Co.,Whiteboard,Office Supplies,"Riyadh, Saudi Arabia",1,54.75,54.75
ORD-10303,22-Jul-2025,Nile Trading,Monitor 24 inch,Electronics,"Giza, Egypt",7,152.49,1067.43
ORD-10046,16-Jan-2025,Vertex Shop,Ergonomic Chair,Furniture,"Dubai, United Arab Emirates",2,186.25,372.50
ORD-10292,23-Mar-2025,Palm Market,Desk Lamp,Office Supplies,"Cairo, Egypt",8,33.65,269.20
ORD-10035,15-May-2025,Delta Retail,USB-C Hub,Electronics,"Alexandria, Egypt",3,43.75,131.25
ORD-10281,20-Jul-2025,Oasis Supplies,Wireless Mouse,Electronics,"Casablanca, Morocco",1,22.75,22.75
ORD-10024,14-Jan-2025,Cedar Group,Laptop Stand,Office Supplies,"Tunis, Tunisia",4,38.25,153.00
ORD-10270,21-Mar-2025,Bright Office,Filing Cabinet,Furniture,"Manama, Bahrain",2,97.75,195.50
ORD-10013,13-May-2025,Atlas Stores,Monitor 24 inch,Electronics,"Muscat, Oman",5,149.99,749.95
ORD-10259,18-Jul-2025,Blue Wave,Notebook Set,Stationery,"Doha, Qatar",3,14.90,44.70
ORD-10002,12-Jan-2025,City Mart,Desk Lamp,Office Supplies,"Kuwait City, Kuwait",6,31.15,186.90
ORD-10248,19-Mar-2025,Horizon LLC,Mechanical Keyboard,Electronics,"Amman, Jordan",4,71.75,287.00
ORD-10291,12-Mar-2025,Nile Trading,Wireless Mouse,Electronics,"Beirut, Lebanon",3,25.25,75.75
ORD-10237,16-Jul-2025,Summit Co.,Whiteboard,Office Supplies,"Riyadh, Saudi Arabia",5,54.75,273.75
ORD-10104,23-Jun-2025,Horizon LLC,Laptop Stand,Office Supplies,"Abu Dhabi, United Arab Emirates",4,38.25,153.00
ORD-10226,17-Mar-2025,Vertex Shop,Ergonomic Chair,Furniture,"Dubai, United Arab Emirates",6,186.25,1117.50
ORD-10367,06-Jul-2025,Blue Wave,Whiteboard,Office Supplies,"Cairo, Egypt",7,57.25,400.75
ORD-10215,14-Jul-2025,Delta Retail,USB-C Hub,Electronics,"Alexandria, Egypt",7,43.75,306.25
ORD-10180,19-Feb-2025,Cedar Group,Filing Cabinet,Furniture,"Manama, Bahrain",8,100.25,802.00
ORD-10204,15-Mar-2025,Cedar Group,Laptop Stand,Office Supplies,"Tunis, Tunisia",8,38.25,306.00
ORD-10450,20-May-2025,Bright Office,Filing Cabinet,Furniture,"Manama, Bahrain",6,97.75,586.50
ORD-10193,12-Jul-2025,Atlas Stores,Monitor 24 inch,Electronics,"Muscat, Oman",1,149.99,149.99
ORD-10439,19-Jan-2025,Blue Wave,Notebook Set,Stationery,"Doha, Qatar",7,14.90,104.30
ORD-10182,13-Mar-2025,City Mart,Desk Lamp,Office Supplies,"Kuwait City, Kuwait",2,31.15,62.30
ORD-10428,18-May-2025,Horizon LLC,Mechanical Keyboard,Electronics,"Amman, Jordan",8,71.75,574.00
ORD-10171,10-Jul-2025,Nile Trading,Wireless Mouse,Electronics,"Beirut, Lebanon",3,25.25,75.75
ORD-10417,17-Jan-2025,Summit Co.,Whiteboard,Office Supplies,"Riyadh, Saudi Arabia",1,54.75,54.75
ORD-10160,11-Mar-2025,Palm Market,Filing Cabinet,Furniture,"Jeddah, Saudi Arabia",4,100.25,401.00
ORD-10406,16-May-2025,Vertex Shop,Ergonomic Chair,Furniture,"Dubai, United Arab Emirates",2,186.25,372.50
ORD-10149,08-Jul-2025,Oasis Supplies,Notebook Set,Stationery,"Abu Dhabi, United Arab Emirates",5,12.40,62.00
ORD-10395,15-Jan-2025,Delta Retail,USB-C Hub,Electronics,"Alexandria, Egypt",3,43.75,131.25
ORD-10138,09-Mar-2025,Bright Office,Mechanical Keyboard,Electronics,"Giza, Egypt",6,69.25,415.50
ORD-10384,14-May-2025,Cedar Group,Laptop Stand,Office Supplies,"Tunis, Tunisia",4,38.25,153.00
ORD-10127,06-Jul-2025,Blue Wave,Whiteboard,Office Supplies,"Cairo, Egypt",7,57.25,400.75
ORD-10373,13-Jan-2025,Atlas Stores,Monitor 24 inch,Electronics,"Muscat, Oman",5,149.99,749.95
ORD-10116,07-Mar-2025,Horizon LLC,Ergonomic Chair,Furniture,"Casablanca, Morocco",8,188.75,1510.00
ORD-10362,12-May-2025,City Mart,Desk Lamp,Office Supplies,"Kuwait City, Kuwait",6,31.15,186.90
ORD-10105,04-Jul-2025,Summit Co.,USB-C Hub,Electronics,"Manama, Bahrain",1,41.25,41.25
ORD-10351,11-Jan-2025,Nile Trading,Wireless Mouse,Electronics,"Beirut, Lebanon",7,25.25,176.75
ORD-10094,05-Mar-2025,Vertex Shop,Laptop Stand,Office Supplies,"Doha, Qatar",2,35.75,71.50
ORD-10340,10-May-2025,Palm Market,Filing Cabinet,Furniture,"Jeddah, Saudi Arabia",8,100.25,802.00
ORD-10083,02-Jul-2025,Delta Retail,Monitor 24 inch,Electronics,"Amman, Jordan",3,152.49,457.47
ORD-10329,09-Jan-2025,Oasis Supplies,Notebook Set,Stationery,"Abu Dhabi, United Arab Emirates",1,12.40,12.40
ORD-10072,03-Mar-2025,Cedar Group,Desk Lamp,Office Supplies,"Riyadh, Saudi Arabia",4,33.65,134.60
ORD-10318,08-May-2025,Bright Office,Mechanical Keyboard,Electronics,"Giza, Egypt",2,69.25,138.50
ORD-10061,30-Jun-2025,Atlas Stores,Wireless Mouse,Electronics,"Dubai, United Arab Emirates",5,22.75,113.75
ORD-10307,07-Jan-2025,Blue Wave,Whiteboard,Office Supplies,"Cairo, Egypt",3,57.25,171.75
ORD-10050,01-Mar-2025,City Mart,Filing Cabinet,Furniture,"Alexandria, Egypt",6,97.75,586.50
ORD-10296,06-May-2025,Horizon LLC,Ergonomic Chair,Furniture,"Casablanca, Morocco",4,188.75,755.00
ORD-10039,28-Jun-2025,Nile Trading,Notebook Set,Stationery,"Tunis, Tunisia",7,14.90,104.30
ORD-10285,05-Jan-2025,Summit Co.,USB-C Hub,Electronics,"Manama, Bahrain",5,41.25,206.25
ORD-10028,27-Feb-2025,Palm Market,Mechanical Keyboard,Electronics,"Muscat, Oman",8,71.75,574.00
ORD-10274,04-May-2025,Vertex Shop,Laptop Stand,Office Supplies,"Doha, Qatar",6,35.75,214.50
ORD-10017,26-Jun-2025,Oasis Supplies,Whiteboard,Office Supplies,"Kuwait City, Kuwait",1,54.75,54.75
ORD-10263,03-Jan-2025,Delta Retail,Monitor 24 inch,Electronics,"Amman, Jordan",7,152.49,1067.43
ORD-10006,25-Feb-2025,Bright Office,Ergonomic Chair,Furniture,"Beirut, Lebanon",2,186.25,372.50
ORD-10252,02-May-2025,Cedar Group,Desk Lamp,Office Supplies,"Riyadh, Saudi Arabia",8,33.65,269.20
ORD-10359,09-Apr-2025,Delta Retail,Notebook Set,Stationery,"Abu Dhabi, United Arab Emirates",7,14.90,104.30
ORD-10241,01-Jan-2025,Atlas Stores,Wireless Mouse,Electronics,"Dubai, United Arab Emirates",1,22.75,22.75
ORD-10172,21-Jul-2025,Palm Market,Desk Lamp,Office Supplies,"Cairo, Egypt",8,33.65,269.20
ORD-10230,30-Apr-2025,City Mart,Filing Cabinet,Furniture,"Alexandria, Egypt",2,97.75,195.50
ORD-10435,03-Aug-2025,Nile Trading,USB-C Hub,Electronics,"Manama, Bahrain",3,43.75,131.25
ORD-10219,27-Aug-2025,Nile Trading,Notebook Set,Stationery,"Tunis, Tunisia",3,14.90,44.70
ORD-10248,19-Mar-2025,Horizon LLC,Mechanical Keyboard,Electronics,"Amman, Jordan",4,71.75,287.00
ORD-10208,28-Apr-2025,Palm Market,Mechanical Keyboard,Electronics,"Muscat, Oman",4,71.75,287.00
ORD-10061,30-Jun-2025,Atlas Stores,Wireless Mouse,Electronics,"Dubai, United Arab Emirates",5,22.75,113.75
ORD-10197,25-Aug-2025,Oasis Supplies,Whiteboard,Office Supplies,"Kuwait City, Kuwait",5,54.75,273.75
ORD-10443,04-Mar-2025,Delta Retail,Monitor 24 inch,Electronics,"Amman, Jordan",3,152.49,457.47
ORD-10186,26-Apr-2025,Bright Office,Ergonomic Chair,Furniture,"Beirut, Lebanon",6,186.25,1117.50
ORD-10432,01-Jul-2025,Cedar Group,Desk Lamp,Office Supplies,"Riyadh, Saudi Arabia",4,33.65,134.60
ORD-10175,23-Aug-2025,Blue Wave,USB-C Hub,Electronics,"Jeddah, Saudi Arabia",7,43.75,306.25
ORD-10421,02-Mar-2025,Atlas Stores,Wireless Mouse,Electronics,"Dubai, United Arab Emirates",5,22.75,113.75
ORD-10164,24-Apr-2025,Horizon LLC,Laptop Stand,Office Supplies,"Abu Dhabi, United Arab Emirates",8,38.25,306.00
ORD-10410,29-Jun-2025,City Mart,Filing Cabinet,Furniture,"Alexandria, Egypt",6,97.75,586.50
ORD-10153,21-Aug-2025,Summit Co.,Monitor 24 inch,Electronics,"Giza, Egypt",1,149.99,149.99
ORD-10399,28-Feb-2025,Nile Trading,Notebook Set,Stationery,"Tunis, Tunisia",7,14.90,104.30
ORD-10142,22-Apr-2025,Vertex Shop,Desk Lamp,Office Supplies,"Cairo, Egypt",2,31.15,62.30
ORD-10388,27-Jun-2025,Palm Market,Mechanical Keyboard,Electronics,"Muscat, Oman",8,71.75,574.00
ORD-10131,19-Aug-2025,Delta Retail,Wireless Mouse,Electronics,"Casablanca, Morocco",3,25.25,75.75
ORD-10377,26-Feb-2025,Oasis Supplies,Whiteboard,Office Supplies,"Kuwait City, Kuwait",1,54.75,54.75
ORD-10120,20-Apr-2025,Cedar Group,Filing Cabinet,Furniture,"Manama, Bahrain",4,100.25,401.00
ORD-10366,25-Jun-2025,Bright Office,Ergonomic Chair,Furniture,"Beirut, Lebanon",2,186.25,372.50
ORD-10109,17-Aug-2025,Atlas Stores,Notebook Set,Stationery,"Doha, Qatar",5,12.40,62.00
ORD-10355,24-Feb-2025,Blue Wave,USB-C Hub,Electronics,"Jeddah, Saudi Arabia",3,43.75,131.25
ORD-10098,18-Apr-2025,City Mart,Mechanical Keyboard,Electronics,"Amman, Jordan",6,69.25,415.50
ORD-10344,23-Jun-2025,Horizon LLC,Laptop Stand,Office Supplies,"Abu Dhabi, United Arab Emirates",4,38.25,153.00
ORD-10087,15-Aug-2025,Nile Trading,Whiteboard,Office Supplies,"Riyadh, Saudi Arabia",7,57.25,400.75
ORD-10333,22-Feb-2025,Summit Co.,Monitor 24 inch,Electronics,"Giza, Egypt",5,149.99,749.95
ORD-10076,16-Apr-2025,Palm Market,Ergonomic Chair,Furniture,"Dubai, United Arab Emirates",8,188.75,1510.00
ORD-10322,21-Jun-2025,Vertex Shop,Desk Lamp,Office Supplies,"Cairo, Egypt",6,31.15,186.90
ORD-10065,13-Aug-2025,Oasis Supplies,USB-C Hub,Electronics,"Alexandria, Egypt",1,41.25,41.25
ORD-10311,20-Feb-2025,Delta Retail,Wireless Mouse,Electronics,"Casablanca, Morocco",7,25.25,176.75
ORD-10054,14-Apr-2025,Bright Office,Laptop Stand,Office Supplies,"Tunis, Tunisia",2,35.75,71.50
ORD-10300,19-Jun-2025,Cedar Group,Filing Cabinet,Furniture,"Manama, Bahrain",8,100.25,802.00
ORD-10043,11-Aug-2025,Blue Wave,Monitor 24 inch,Electronics,"Muscat, Oman",3,152.49,457.47
ORD-10289,18-Feb-2025,Atlas Stores,Notebook Set,Stationery,"Doha, Qatar",1,12.40,12.40
ORD-10032,12-Apr-2025,Horizon LLC,Desk Lamp,Office Supplies,"Kuwait City, Kuwait",4,33.65,134.60
ORD-10278,17-Jun-2025,City Mart,Mechanical Keyboard,Electronics,"Amman, Jordan",2,69.25,138.50
ORD-10021,09-Aug-2025,Summit Co.,Wireless Mouse,Electronics,"Beirut, Lebanon",5,22.75,113.75
ORD-10267,16-Feb-2025,Nile Trading,Whiteboard,Office Supplies,"Riyadh, Saudi Arabia",3,57.25,171.75
ORD-10010,10-Apr-2025,Vertex Shop,Filing Cabinet,Furniture,"Jeddah, Saudi Arabia",6,97.75,586.50
ORD-10256,15-Jun-2025,Palm Market,Ergonomic Chair,Furniture,"Dubai, United Arab Emirates",4,188.75,755.00
ORD-10245,14-Feb-2025,Oasis Supplies,USB-C Hub,Electronics,"Alexandria, Egypt",5,41.25,206.25
ORD-10240,18-Aug-2025,Cedar Group,Filing Cabinet,Furniture,"Manama, Bahrain",4,100.25,401.00
ORD-10234,13-Jun-2025,Bright Office,Laptop Stand,Office Supplies,"Tunis, Tunisia",6,35.75,214.50
ORD-10053,03-Apr-2025,Oasis Supplies,Monitor 24 inch,Electronics,"Amman, Jordan",5,149.99,749.95
